Review Number,Review Text,Store
77,"Unfortunately some staff (transferred or new) have no clue regarding their products. Stocky man about 50 told me they don't sell carbonara sauce in a jar. Insane as I have been buying it for the last 5 years. Pls train the staff to say I don't know, I'll go and ask for you.",Lidl
78,"Good range of products, large selection of fresh vegetables and fruit. Super half price products every weekend. Quick service.",Lidl
79,"Great value for money. Good selection and quality of meat, bread and fruit. Would be great if they had more premium international products .",Lidl
80,"Poor quality in the vegetable section. Stocked out of many items...
The plant section was nice and salmon was good
Poor shopping experience overall",Lidl
81,Great collection at very affordable prices.. Good deals also available and you can get to know upfront by the Lidl app,Lidl
82,Great place with fair price.,Lidl
83,Isn't so crowd and generally the queue takes just some minutes. Thanks,Lidl
84,Great place to shop .everything you would need under one roof  along with exceptional  household deals .,Lidl
85,@East Wall Garden Club would like to thank Ian a manager in Lidl East Wall for outstanding service we received when shopping there Mon 11th Apr ‘22,Lidl
86,Clean store and very friendly and helpful teams working here. Well managed would be nicer if you stocked Branson ploughman’s pickle.,Lidl
87,Shopping at 5:15 was a pleasure. Not too crowded and usual great selection of products. Was in and out within 20min 👍 …,Lidl
88,"It's a decent store, quality of the food is good, and it's more clean and tidy than other Lidl store I saw around the city (especially the one in Moore St).
I tried to go to the Aldi right in front of this store, but it looks like a cheaper and much more filthier version of this Lidl.",Lidl
89,"Google asls me how was my visit and let me tell you , it was amazing, such a great fun it was i cant describe and i would give higher rating but i cant... ;(",Lidl
90,Parking is good. Staff ok. Clean store but can get very busy.,Lidl
91,Great big grocery store with everything you need. Decent bakery section and a small liqr section with some craft beers. Really big frozen meat section.,Lidl
92,Brilliant shopping experience and service with a smile ☺. Definitely worth a trip to lidl as you can get everything you need in one place.,Lidl
93,"Lovely store and plenty of checkouts open the staff member who served me was most pleasant , lovely selection of Christmas foods deluxe range affordable and really nice to eat,",Lidl
94,"The only thing missing in this Supermarket is that you put a price reader because not all merchandise has a price and we have to go to the cashier to find out the price of the merchandise.There you always have a good experience, because Personal are very kind.",Lidl
95,"I had my bicycle stolen next to the store.  Think twice about leaving your bike on the corner next to Lidl and Starbucks as this is a sketchy neighborhood.  A group of thieves frequents the area, so bicycles are left alone even if chained are not safe.",Lidl
96,The one thing that will turn me off using this store is the queues at the checkouts. I don't think I have ever seen the six tills in use. Take a leaf out of Aldi's book and open all the checkouts.,Lidl
97,Nice clean store friendly staff good value and excellent parking,Lidl
98,Very clean. Busy in the afternoon and in the morning there is barely any fresh vegetables.,Lidl
99,Handy shop and well presented. Good quality food too.,Lidl
100,"Stopped by last minute to pick up a birthday cake for a pal's birthday. Staff were very helpful, we got what we needed!",Lidl
101,"I wheel locked my bike inside the entrance of this lidl as the security is always beside the entrance. It was only a minute later when I came out and realised bike was not there. I ask the security man he had no clue. I ran to look for it and later recover it after an assault from teenage gangs around the area. A locked bike was picked up rite under the nose of security, cctv and customers. Every single one failed but now I learned a huge lesson that avoid going to east wall area for good. Thank you lidl",Lidl
102,It was good...but didn't have some of the common essential products. They should do more research on it.,Lidl
103,"Fantastic shop, has all you need at a great price. Staff are very friendly, and will always greet you with a smile",Lidl
104,Good prices. Good staff. Everything you need and an awesome bakery with fresh bread!,Lidl
105,Recently I was all Aldi this and Aldi that but of late I've really been digging the Lidl buzz. The cheesy cauliflower burgers are mega. Nice one Lidl. Nice. Wan.,Lidl
106,Very good and prices are great a great selection of foods throughout the store,Lidl
107,"Good, great selection, space for parking and electric charger, toilets and self-service.",Lidl
108,"Very clean store, with a great range of products. The fresh section (fruits, vegetables, meat) is filled with great quality products!",Lidl
109,"Good value. Stocks some branded goods at discount prices
. No labelling on wine for vegetarians like Aldi, Tesco and M&S.",Lidl
110,I shop in lidl regularly and find the Produce very well stocked . The staff are always very helpful and friendly too.,Lidl
